text,review_index,text_processed
"Encima ocurrió que mi visita coincidió con unas fuertes tormentas en la zona (gota fría), que…",206,encima ocurrio visita coincidio unas fuertes tormentas zona gota fria
Descuidado,207,descuidado
"Destacar la ubicación y el trato del compañero de recepción de por la mañana, súper amable y atento",207,destacar ubicacion trato companero recepcion manana super amable atento
Por lo demás bastante decepcionante,207,demas bastante decepcionante
"Por este precio te esperas habitaciones antiguas, pero estás no están nada cuidadas, lo que da la sensación de que no está lo suficientemente limpio",207,precio esperas habitaciones antiguas no nada cuidadas da sensacion no suficientemente limpio
"Da bastante asco usar el baño, con cortinas en la bañera que se te pegan al cuerpo, bañera gastada, grifos deteriorados, tapa del váter descolgada",207,da bastante asco usar bano cortinas banera pegan cuerpo banera gastada grifos deteriorados tapa vater descolgada
Así como las mantas de la cama,207,asi mantas cama
"Si vais a venir os recomiendo traer vuestras propias sábanas, toallas y una chanclas para la ducha",207,vais venir recomiendo traer propias sabanas toallas chanclas ducha
"No creo que vuelva, es el peor hotel que me he encontrado a este precio",207,no creo vuelva peor encontrado precio
Buen precio,208,buen precio
Descanso horrible,208,descanso horrible
"Está bien situado, respecto al centro de Málaga",208,bien situado respecto centro malaga
En las cercanías se puede encontrar bastantes servicios,208,cercanias puede encontrar bastantes servicios
"Los servicios son los imprescindibles, aunque algo anticuado todo",208,servicios imprescindibles aunque anticuado
"Lo peor es el ESCÄNDALO ( VOCES Y PORTAZOS )  que , en especial las noches ,  tiene el establecimiento",208,peor escandalo voces portazos especial noches establecimiento
No ha sido lo que se esperaba,209,no sido esperaba
"Estuvimos este finde varias parejas de amigos, íbamos solo a dormir porque teníamos la agenda a tope, como ubicación está bien , un poco antiguo y viejo necesita un cambio de look  , de habitaciones insonorizadas nada , los tabiques parecen de papel , los escalones para llegar al ascensor muy incómodos, el personal era atento , pero yo tuve un problema en el baño y después de varios percances y comunicarlo en recepción, no me cambiaron de habitación ni hubo soluciones, Menos mal que fuimos para dos noches , estábamos poco tiempo y llegábamos reventados ",209,finde varias parejas amigos ibamos solo dormir agenda tope ubicacion bien antiguo viejo necesita cambio look habitaciones insonorizadas nada tabiques parecen papel escalones llegar ascensor incomodos personal atento problema bano despues varios percances comunicarlo recepcion no cambiaron habitacion soluciones menos mal dos noches tiempo llegabamos reventados
No ha sido de mis mejores estancias,209,no sido mejores estancias
Muy mal pero buena ubicación,210,mal buena ubicacion
Primero decir que las imágenes no se parecen ni por asomo a la realidad,210,primero decir imagenes no parecen asomo realidad
"Son apartamentos muy muy simples y nada cuidados, en las fotos parece un super apartamento bonito y no lo es",210,apartamentos simples nada cuidados fotos parece super apartamento bonito no
"Lo reservamos a través de booking y deberían borrar las fotos que ponen, tanto de las habitaciones como de la entrada y el hall, porque no son reales",210,reservamos traves booking deberian borrar fotos ponen habitaciones entrada hall no reales
"Lo peor de todo es el mantenimiento, el baño desastroso, cada vez que nos duchábamos se llenaba todo el baño y la habitación de agua, el marco de la puerta todo hinchado de la humedad y de ahí salía un chorro de agua hacia la habitación cuando nos duchábamos",210,peor mantenimiento bano desastroso cada vez duchabamos llenaba bano habitacion agua marco puerta hinchado humedad ahi salia chorro agua hacia habitacion duchabamos
Todas las toallas las teníamos que poner en el suelo porque no hay fregona ni nada para recoger,210,todas toallas poner suelo no fregona nada recoger
Se lo comentamos al chico encargado y en lugar de solucionar el problema nos dijo que lo…,210,comentamos chico encargado lugar solucionar problema dijo
De 0 a 10 : 3,211,0 10 3
A la Entrada hay una escalera sin ascensor hasta el primer piso,211,entrada escalera sin ascensor primer piso
"Huele mal, a húmedo y rancio",211,huele mal humedo rancio
Aspecto sucio,211,aspecto sucio
Reforma antigua y decadente,211,reforma antigua decadente
"El WC sin bidet, solo dos pequeñas e insuficientes perchas para todo, ropa y toallas y con una sola pequeña balda de 40x12cm",211,wc sin bidet solo dos pequenas insuficientes perchas ropa toallas sola pequena balda 40x12cm
"En los sitios comune, no  hay un sitio para sentarse en grupo, ni cafetería ni recepción, la cruel consiste  en un pequeño hall con dos sillones una mesa baja con un ordenador y al fondo se acumulan los rollos de papel higiénico de repuesto",211,sitios comune no sitio sentarse grupo cafeteria recepcion cruel consiste pequeno hall dos sillones mesa baja ordenador fondo acumulan rollos papel higienico repuesto
Pobremente iluminado,211,pobremente iluminado
Huele fuerte a tabaco,211,huele fuerte tabaco
"Nos hubiéramos ido de inmediato, pero la reserva condiciona el pago obligado",211,ido inmediato reserva condiciona pago obligado
Un desastre,211,desastre
Apartamento céntrico Malaga,212,apartamento centrico malaga
Lo mejor es que tienes comercios alrededor incluyendo una cafetería granier justo debajo para desayunar,212,mejor comercios alrededor incluyendo cafeteria granier justo debajo desayunar
"Imposible aparcar, te cobran 18 euros en los parking cercanos",212,imposible aparcar cobran 18 euros parking cercanos
Si vais en la zona del corte inglés se puede aparcar gratis y está a 15 min,212,vais zona corte ingles puede aparcar gratis 15 min
"El apartamento bien, salvo por las hormigas y la obra que hay justo debajo para el metro",212,apartamento bien salvo hormigas obra justo debajo metro
Sofá cama super malo,212,sofa cama super malo
"Aparcamiento gratuito fuera del centro de la ciudad, propietario borrachos",213,aparcamiento gratuito centro ciudad propietario borrachos
"La ubicación está a unos 15 minutos en autobús del centro de la ciudad, lo cual es genial si buscas aparcamiento gratuito",213,ubicacion 15 minutos autobus centro ciudad genial buscas aparcamiento gratuito
En hora punta el autobús tarda más de media hora,213,hora punta autobus tarda media hora
"Nuestra habitación (la nº 4) era grande, con una cama doble y una individual y una ducha decente",213,habitacion no 4 grande cama doble individual ducha decente
Como te das cuenta más a menudo en España la cabina de ducha es muy pequeña,213,das cuenta menudo espana cabina ducha pequena
Prueba de lavar sus pies sin toparse con las paredes,213,prueba lavar pies sin toparse paredes
"Tuvimos una mala experiencia con un borracho propietario no es capaz de proporcionar información (comprensible), sin embargo si le encontrar sin alcohol, que es, probablemente, muy servicial",213,mala experiencia borracho propietario no capaz proporcionar informacion comprensible sin embargo encontrar sin alcohol probablemente servicial
Regular estadoa,214,regular estadoa
"Las habitaciones pobres, las sabanas estaban manchadas, las camas estaban flojas",214,habitaciones pobres sabanas manchadas camas flojas
El techo del pasillo roto,214,techo pasillo roto
"El baño se comparte con todos, se inunda y el sensor de la luz mal ubicado, se apaga mientras te bañas ya que no detecta el movimiento",214,bano comparte inunda sensor luz mal ubicado apaga mientras banas no detecta movimiento
El desayuno bueno por el precio,214,desayuno bueno precio
Horroroso,215,horroroso
Hostal cutre a mas no poder,215,hostal cutre no poder
No es nada acogedor,215,no nada acogedor
Las habitaciones parecen celdas,215,habitaciones parecen celdas
Esta ubicado entre medio de dos avenidas donde el trafico de vehículos es continuo,215,ubicado medio dos avenidas trafico vehiculos continuo
"Desde las habitaciones se escucha absolutamente todo, imposible descansar a gusto",215,habitaciones escucha absolutamente imposible descansar gusto
"Los baños compartidos son pésimos, ya que de la taza del wc a la puerta había unos pocos centímetros que una persona normal tiene dificultades para caber",215,banos compartidos pesimos taza wc puerta pocos centimetros persona normal dificultades caber
Fuimos en Octubre y en cuanto empezó a salir el sol el calor de la habitación era inaguantable,215,octubre cuanto empezo salir sol calor habitacion inaguantable
No me imagino en pleno verano,215,no imagino pleno verano
Este hostal que es mas bien rollo albergue no tiene un precio equiparado a sus instalaciones,215,hostal bien rollo albergue no precio equiparado instalaciones
Lo único positivo fue el trato que recibimos en recepción,215,unico positivo trato recibimos recepcion
Una lástima ,216,lastima
"El primer día fue un poco más agradable, aunque la cama no es nada cómoda",216,primer dia agradable aunque cama no nada comoda
"Y no esta del todo limpio, al menos había amabilidad",216,no limpio menos amabilidad
"En la segunda noche, no pude dormir por culpa de otros huéspedes que hicieron ruido",216,segunda noche no pude dormir culpa huespedes hicieron ruido
"Y para el colmo, ya no solo de haber ruido en la habitación y dejarse La Luz dada estando yo dormida dentro",216,colmo no solo haber ruido habitacion dejarse luz dada dormida dentro
"Se pusieron en la terraza, mi habitación y mi cama daba a la mesa donde se sentaron",216,pusieron terraza habitacion cama daba mesa sentaron
"Cuando salí a pedir silencio, por las risas y el escándalo",216,sali pedir silencio risas escandalo
Para mi sorpresa el grupo de chicas estaban de guasa con el DUEÑO DEL HOTEL,216,sorpresa grupo chicas guasa dueno
Que estaba muy amigable con ellas,216,amigable
si regentas un hotel no debes dejar que en las zonas comunes hagan ruido,216,regentas no debes dejar zonas comunes hagan ruido
y menos hacerlo tú mismo,216,menos hacerlo mismo
A las 4 cuando se fueron a dormir siguió el ruido en la habitación con mi consecuente enfado,216,4 dormir siguio ruido habitacion consecuente enfado
Y por la…,216,
Hostel viejo frente al mar,217,hostel viejo frente mar
"Si quieres un sitio barato para dormir y solo dormir puede ser tu lugar, pero si requieres comodidad descártalo",217,quieres sitio barato dormir solo dormir puede ser lugar requieres comodidad descartalo
Es un hostel situado en un lugar bonito y junto a la playa pero algo alejado del centro,217,hostel situado lugar bonito junto playa alejado centro
Lo primero que llama la atención es que es viejo y esta un poco descuidado,217,primero llama atencion viejo descuidado
"La habitación que estuve tenía 10 camas, un aseo y una ducha la cual tenía el mango roto",217,habitacion 10 camas aseo ducha mango roto
Cada persona tiene su caja fuerte y llave de la habitación,217,cada persona caja fuerte llave habitacion
Personalmente eche en falta un enchufe junto a mi cama,217,personalmente eche falta enchufe junto cama
El personal es amable y el dueño atento,217,personal amable dueno atento
"El bar es útil porque no hay nada cerca aparte de un chiringuito, pero al menos el desayuno que fue lo único que probé era de baja calidad",217,bar util no nada cerca aparte chiringuito menos desayuno unico probe baja calidad
Merkeze uzak,218,merkeze uzak
"Kanalizasyon kokuyor, kahvaltısı çok kötü, tur otobüslerinin giriş çıkışına uygun değil ama ekonomik",218,kanalizasyon kokuyor kahvalts cok kotu tur otobuslerinin giris cksna uygun degil ama ekonomik
Merkeze uzak,218,merkeze uzak
"Biz kışın çok yağışlı bir günde kaldık ve kanalizasyon kokuyordu, bu nedenle açtığımız pancereyi kapatmak çok sorun oldu, resepsiyondaki erkek görevli geldi anahtarla açıp kapatmaya çalıştı o beceremedi en sonunda ben kapatmayı başardım",218,biz ksn cok yagsl bir gunde kaldk ve kanalizasyon kokuyordu bu nedenle actgmz pancereyi kapatmak cok sorun oldu resepsiyondaki erkek gorevli geldi anahtarla acp kapatmaya calst beceremedi sonunda ben kapatmay basardm
"Tur otobüslerinin giriş çıkışına da uygun değil, kahvaltısı çok kötü, yine de siz bilirsiniz",218,tur otobuslerinin giris cksna da uygun degil kahvalts cok kotu yine siz bilirsiniz
Merkeze uzak,219,merkeze uzak
"Kanalizasyon kokuyor, kahvaltısı çok kötü, tur otobüslerinin giriş çıkışına uygun değil ama ekonomik",219,kanalizasyon kokuyor kahvalts cok kotu tur otobuslerinin giris cksna uygun degil ama ekonomik
Merkeze uzak,219,merkeze uzak
"Biz kışın çok yağışlı bir günde kaldık ve kanalizasyon kokuyordu, bu nedenle açtığımız pancereyi kapatmak çok sorun oldu, resepsiyondaki erkek görevli geldi anahtarla açıp kapatmaya çalıştı o beceremedi en sonunda ben kapatmayı başardım",219,biz ksn cok yagsl bir gunde kaldk ve kanalizasyon kokuyordu bu nedenle actgmz pancereyi kapatmak cok sorun oldu resepsiyondaki erkek gorevli geldi anahtarla acp kapatmaya calst beceremedi sonunda ben kapatmay basardm
"Tur otobüslerinin giriş çıkışına da uygun değil, kahvaltısı çok kötü, yine de siz bilirsiniz",219,tur otobuslerinin giris cksna da uygun degil kahvalts cok kotu yine siz bilirsiniz
Regular,220,regular
"Lejos del centro, aunque cerca tanto de la estación del tren, como del autobús",220,lejos centro aunque cerca estacion tren autobus
"Estuvimos una noche en una habitación doble, para coger un vuelo desde el aeropuerto",220,noche habitacion doble coger vuelo aeropuerto
"En el lado positivo: habitación limpia, televisión con mando y aire acondicionado",220,lado positivo habitacion limpia television mando aire acondicionado
"En el negativo: Sin ascensor, completamente interior y muy ruidoso",220,negativo sin ascensor completamente interior ruidoso
Se oía todo lo que pasaba en nuestra planta,220,oia pasaba planta
"Al no tener ventanas, el aire acondicionado era imprescindible, pero hacía un ruido importante, que dificultaba dormir",220,no tener ventanas aire acondicionado imprescindible hacia ruido importante dificultaba dormir
"Próximo al aeropuerto, pero no sirve de nada, ya que hay que coger taxi igualmente",220,proximo aeropuerto no sirve nada coger taxi igualmente
Caro para lo que ofrece y mala localización,220,caro ofrece mala localizacion
No lo recomiendo,220,no recomiendo
Pension deficiente,221,pension deficiente
Buena atencion y trato del  personal de la pension,221,buena atencion trato personal pension
El establecimiento mal poca limpieza habitaciones con poca ventilacion y baño en pasillo,221,establecimiento mal poca limpieza habitaciones poca ventilacion bano pasillo
Complicado pagar con tarjeta y no te dan factura,221,complicado pagar tarjeta no dan factura
Lejos del centro de malaga solo es bueno si vas a la feria o al palacio de congresos,221,lejos centro malaga solo bueno vas feria palacio congresos
Justito ,222,justito
Tan solo nos quedamos una noche,222,tan solo quedamos noche
olia a “hierba” de una forma exagerada en la habitación,222,olia hierba forma exagerada habitacion
Estaba limpio,222,limpio
habitacion mediana,222,habitacion mediana
El colchón se notaba que era súper antiguo y se te clavaban los muelles,222,colchon notaba super antiguo clavaban muelles
Ruidosa,222,ruidosa
Propietario no transmitiese pero agradable suficientes instalaciones,223,propietario no transmitiese agradable suficientes instalaciones
Supongo que recibes lo que pagas,223,supongo recibes pagas
"Yo no recomendaría alojarse en esta casa de huéspedes, a menos que quieras para protegerse de correo electrónico el propietario averiguar cómo llegar",223,no recomendaria alojarse casa huespedes menos quieras protegerse correo electronico propietario averiguar llegar
El 95% de las quejas proviene de la falta de comunicación antes de nuestra llegada,223,95 quejas proviene falta comunicacion llegada
No hubiéramos sabido pedir procedimiento de registro con antelación,223,no sabido pedir procedimiento registro antelacion
Esto debería ser proporcionado,223,deberia ser proporcionado
"Antes de nuestra visita, recibimos instrucciones sobre cómo llegar",223,visita recibimos instrucciones llegar
Nuestra reserva,223,reserva
"com correo electrónico incluía un pin, pero ninguna otra información",223,com correo electronico incluia pin ninguna informacion
"A su llegada, no había señal en la puerta o instrucciones, así que caminamos por primera",223,llegada no senal puerta instrucciones asi caminamos primera
"Después de doble control la dirección, sabíamos que estábamos en el lugar correcto",223,despues doble control direccion sabiamos lugar correcto
"No había nadie en la casa, aunque nos registramos después de las 2 pm",223,no nadie casa aunque registramos despues 2 pm
mark Tratamos de sonar el timbre de voz varias veces y nadie respondió,223,mark tratamos sonar timbre voz varias veces nadie respondio
Una mujer francesa que era ya un huésped pasó a llegar aproximadamente al mismo tiempo que hicimos,223,mujer francesa huesped paso llegar aproximadamente mismo tiempo hicimos
"Ella tenía las llaves, pero ella no podía llegar con ella",223,llaves no podia llegar
"Juntos, todos esperando fuera mientras nos gastamos dinero en datos para tirar de los emails viejos buscando el número de contacto del anfitrión",223,juntos esperando mientras gastamos dinero datos tirar emails viejos buscando numero contacto anfitrion
Luego tuvimos que pagar una llamada telefónica internacional para estar en contacto,223,luego pagar llamada telefonica internacional contacto
"Por suerte, pero contesto el PIN que recibimos por correo electrónico era incorrecto",223,suerte contesto pin recibimos correo electronico incorrecto
"Ella nos dio el pin correcto, y este fue utilizada para abrir una caja fuerte fuera de la puerta de la casa que contenía las llaves de todos los residentes entrantes'",223,dio pin correcto utilizada abrir caja fuerte puerta casa contenia llaves residentes entrantes
"Una vez que llegamos, utilizamos cada una de nuestras tres llaves para abrir un conjunto diferente de puertas",223,vez llegamos utilizamos cada tres llaves abrir conjunto diferente puertas
"Tampoco nos dijeron de antemano lo nuestro número de habitación sería, pero por suerte una vez que llegamos allí había señales de pizarra en cada puerta de la habitación que tenía nuestro nombre",223,tampoco dijeron antemano numero habitacion suerte vez llegamos alli senales pizarra cada puerta habitacion nombre
La casa real es lindo y bien cuidado,223,casa real lindo bien cuidado
Hay 3 o 4 dormitorios y dos baños compartidos,223,3 4 dormitorios dos banos compartidos
"Hay una cocina, lavadora, wifi, sábanas y toallas, y un patio",223,cocina lavadora wifi sabanas toallas patio
"Sin embargo, mi compañero de viaje cuando se fueron a la ducha una noche había dos cucarachas en el baño",223,sin embargo companero viaje ducha noche dos cucarachas bano
Nunca vi que durante mi ducha matutina o en cualquier otro lugar en la casa,223,nunca vi ducha matutina cualquier lugar casa
"Yo no era capaz de conectarse a la Wifi con mi ordenador portátil, sólo mi teléfono, incluso después de ejecutar numerosos diagnósticos y reiniciar",223,no capaz conectarse wifi ordenador portatil solo telefono incluso despues ejecutar numerosos diagnosticos reiniciar
No recibimos comunicación respecto a cómo salir de la casa,223,no recibimos comunicacion respecto salir casa
"Nos envió el anfitrión un mensaje vía WhatsApp, un número que fue proporcionada en una hoja de información en nuestras habitaciones, y no trabajan para nosotros",223,envio anfitrion mensaje via whatsapp numero proporcionada hoja informacion habitaciones no trabajan
Tuvimos que conseguir su correo electrónico instrucciones,223,conseguir correo electronico instrucciones
"Ella no ofrecen reservar un taxi para nosotros para nuestra salida, lo que hizo con el taxi y había prometido",223,no ofrecen reservar taxi salida hizo taxi prometido
…,223,
Propietario no transmitiese pero agradable suficientes instalaciones,224,propietario no transmitiese agradable suficientes instalaciones
Supongo que recibes lo que pagas,224,supongo recibes pagas
"Yo no recomendaría alojarse en esta casa de huéspedes, a menos que quieras para protegerse de correo electrónico el propietario averiguar cómo llegar",224,no recomendaria alojarse casa huespedes menos quieras protegerse correo electronico propietario averiguar llegar
El 95% de las quejas proviene de la falta de comunicación antes de nuestra llegada,224,95 quejas proviene falta comunicacion llegada
No hubiéramos sabido pedir procedimiento de registro con antelación,224,no sabido pedir procedimiento registro antelacion
Esto debería ser proporcionado,224,deberia ser proporcionado
"Antes de nuestra visita, recibimos instrucciones sobre cómo llegar",224,visita recibimos instrucciones llegar
Nuestra reserva,224,reserva
"com correo electrónico incluía un pin, pero ninguna otra información",224,com correo electronico incluia pin ninguna informacion
"A su llegada, no había señal en la puerta o instrucciones, así que caminamos por primera",224,llegada no senal puerta instrucciones asi caminamos primera
"Después de doble control la dirección, sabíamos que estábamos en el lugar correcto",224,despues doble control direccion sabiamos lugar correcto
"No había nadie en la casa, aunque nos registramos después de las 2 pm",224,no nadie casa aunque registramos despues 2 pm
mark Tratamos de sonar el timbre de voz varias veces y nadie respondió,224,mark tratamos sonar timbre voz varias veces nadie respondio
Una mujer francesa que era ya un huésped pasó a llegar aproximadamente al mismo tiempo que hicimos,224,mujer francesa huesped paso llegar aproximadamente mismo tiempo hicimos
"Ella tenía las llaves, pero ella no podía llegar con ella",224,llaves no podia llegar
"Juntos, todos esperando fuera mientras nos gastamos dinero en datos para tirar de los emails viejos buscando el número de contacto del anfitrión",224,juntos esperando mientras gastamos dinero datos tirar emails viejos buscando numero contacto anfitrion
Luego tuvimos que pagar una llamada telefónica internacional para estar en contacto,224,luego pagar llamada telefonica internacional contacto
"Por suerte, pero contesto el PIN que recibimos por correo electrónico era incorrecto",224,suerte contesto pin recibimos correo electronico incorrecto
"Ella nos dio el pin correcto, y este fue utilizada para abrir una caja fuerte fuera de la puerta de la casa que contenía las llaves de todos los residentes entrantes'",224,dio pin correcto utilizada abrir caja fuerte puerta casa contenia llaves residentes entrantes
"Una vez que llegamos, utilizamos cada una de nuestras tres llaves para abrir un conjunto diferente de puertas",224,vez llegamos utilizamos cada tres llaves abrir conjunto diferente puertas
"Tampoco nos dijeron de antemano lo nuestro número de habitación sería, pero por suerte una vez que llegamos allí había señales de pizarra en cada puerta de la habitación que tenía nuestro nombre",224,tampoco dijeron antemano numero habitacion suerte vez llegamos alli senales pizarra cada puerta habitacion nombre
La casa real es lindo y bien cuidado,224,casa real lindo bien cuidado
Hay 3 o 4 dormitorios y dos baños compartidos,224,3 4 dormitorios dos banos compartidos
"Hay una cocina, lavadora, wifi, sábanas y toallas, y un patio",224,cocina lavadora wifi sabanas toallas patio
"Sin embargo, mi compañero de viaje cuando se fueron a la ducha una noche había dos cucarachas en el baño",224,sin embargo companero viaje ducha noche dos cucarachas bano
Nunca vi que durante mi ducha matutina o en cualquier otro lugar en la casa,224,nunca vi ducha matutina cualquier lugar casa
"Yo no era capaz de conectarse a la Wifi con mi ordenador portátil, sólo mi teléfono, incluso después de ejecutar numerosos diagnósticos y reiniciar",224,no capaz conectarse wifi ordenador portatil solo telefono incluso despues ejecutar numerosos diagnosticos reiniciar
No recibimos comunicación respecto a cómo salir de la casa,224,no recibimos comunicacion respecto salir casa
"Nos envió el anfitrión un mensaje vía WhatsApp, un número que fue proporcionada en una hoja de información en nuestras habitaciones, y no trabajan para nosotros",224,envio anfitrion mensaje via whatsapp numero proporcionada hoja informacion habitaciones no trabajan
Tuvimos que conseguir su correo electrónico instrucciones,224,conseguir correo electronico instrucciones
"Ella no ofrecen reservar un taxi para nosotros para nuestra salida, lo que hizo con el taxi y había prometido",224,no ofrecen reservar taxi salida hizo taxi prometido
…,224,
Como emergencia me valió,225,emergencia valio
"Tuve un agotador viaje de trabajo por Andalucía, llegué a Málaga muy tarde y sin hotel reservado, por un descuadre de agenda, y me sirvió para dormir un rato antes de que saliera el AVE",225,agotador viaje trabajo andalucia llegue malaga tarde sin reservado descuadre agenda sirvio dormir rato saliera ave
"Lo mejor, la ubicación y el precio",225,mejor ubicacion precio
No me dio impresión de demasiada limpieza,225,no dio impresion demasiada limpieza
"Dormí cuatro horas, me pegué una ducha, y hasta nunca",225,dormi cuatro horas pegue ducha nunca
Creo que costó 45 euros,225,creo costo 45 euros
Calidad-Precio deficiente,226,calidad precio deficiente
"La atención al cliente fue muy buena, pero el estado de la habitación dejaba que desear",226,atencion cliente buena habitacion dejaba desear
"Tuvimos que pedir un cambio de sábanas, pues tenían pelos y manchas",226,pedir cambio sabanas pues pelos manchas
"Es un hostal, por lo que no se puede pedir más",226,hostal no puede pedir
Muy ruidoso y lejos,227,ruidoso lejos
Las paredes son de papel y el cerrar y abrir de puertas es bastante insoportable,227,paredes papel cerrar abrir puertas bastante insoportable
"El servicio de limpieza empieza a las 8 de la mañana y van por el pasillo comentando la jugada y golpeando el carrito por las puertas y además no estaba muy limpio, había pelitos pegados por las paredes del aseo",227,servicio limpieza empieza 8 manana van pasillo comentando jugada golpeando carrito puertas ademas no limpio pelitos pegados paredes aseo
El hotel solo esta bien para una noche de paso y si te interesa estar cerca de la estación para visitar Málaga o descansar no,227,solo bien noche paso interesa cerca estacion visitar malaga descansar no
Alojamiente,228,alojamiente
"El hostal es muy bonito, tiene un estilo muy rustico",228,hostal bonito estilo rustico
"La habitacion tambien era muy bonita, pero la banera era demasiado pequena incluso para una persona",228,habitacion bonita banera demasiado pequena incluso persona
Nuestra cama no se veia muy limpia y lapersona que estaba en ese momento no fue muy agradable al principio,228,cama no veia limpia lapersona momento no agradable principio
No volveremos,229,no volveremos
"Es la tercera vez que vengo, de hecho tenéis una opinión mía del 31 de mayo del 2015, y después he venido una segunda vez en el 2016 en junio",229,tercera vez vengo hecho opinion 31 mayo 2015 despues venido segunda vez 2016 junio
"Pues bien, está vez tengo que decir que es importantísimo cambiar los colchones y almohadas, hemos dormido francamente mal, el colchón no es ni aceptable, durísimo e incómodo",229,pues bien vez decir importantisimo cambiar colchones almohadas dormido francamente mal colchon no aceptable durisimo incomodo
"Además añado que la puerta de la entrada se oye a cada momento, así que la calidad del sueño es nula",229,ademas anado puerta entrada oye cada momento asi calidad sueno nula
"El resto de veces hemos estado genial, porque la playa Pedregalejo está a 5min, y el hostal es económico, pero eso no significa que descuiden lo más importante y básico",229,resto veces genial playa pedregalejo 5min hostal economico no significa descuiden importante basico
Una pena,229,pena
Buscaría otro,230,buscaria
Si vas de plan playa esta ok porque la más cercana está a metros,230,vas plan playa ok cercana metros
El resto es muy mejorable,230,resto mejorable
"El WiFi de mi habitación nunca funcionó,  la cerradura muy insegura ya que la tarjeta abre pero no hay traba interna",230,wifi habitacion nunca funciono cerradura insegura tarjeta abre no traba interna
"Muy incómoda la ducha,  hagas lo que hagas inundarás el baño",230,incomoda ducha hagas hagas inundaras bano
Limpieza precaria,230,limpieza precaria
Rescato la atención de la señorita que está desde la mañana a las 16 hs donde no hay más nadie,230,rescato atencion senorita manana 16 hs no nadie
Ella se encarga de todo absolutamente,230,encarga absolutamente
"Si tienes otra opción, escógela",230,opcion escogela
"Bonito, bien ubicado pero no descansas bien",231,bonito bien ubicado no descansas bien
"La ubicación es excelente, aunque bien es cierto que la entrada no da buena sensación (es un callejón)",231,ubicacion excelente aunque bien cierto entrada no da buena sensacion callejon
"Las habitaciones son bonitas, decoradas con estilo, la cama esta bien (no si eres muy alto)",231,habitaciones bonitas decoradas estilo cama bien no alto
Pero hay peros que no les salva y que lo desaconsejan: El ruido,231,peros no salva desaconsejan ruido
"Podías participar de la conversación de la habitación de al lado, por los conductos del aire acondicionado se oía todo",231,podias participar conversacion habitacion lado conductos aire acondicionado oia
Las chicas de la limpieza aunque se puedan esforzar en no hacer ruido se les escucha mucho,231,chicas limpieza aunque puedan esforzar no hacer ruido escucha
La puerta de acceso al hotel también se escucha en algunas habitaciones,231,puerta acceso escucha habitaciones
"Y la gente de la calle, pues como si estuvieran a tu lado (aún cerrando ventanas)",231,gente calle pues lado aun cerrando ventanas
Pésima insonorizacion,232,pesima insonorizacion
"Se escucha todo de las habitaciones de al lado, del pasillo, de la calle",232,escucha habitaciones lado pasillo calle
Lleva tapones para poder dormir y antifaz para la claridad,232,lleva tapones poder dormir antifaz claridad
Buena ubicación,232,buena ubicacion
"No hay recepción, el acceso funciona con contraseña",232,no recepcion acceso funciona contrasena
"Bonito, bien ubicado pero no descansas bien",233,bonito bien ubicado no descansas bien
"La ubicación es excelente, aunque bien es cierto que la entrada no da buena sensación (es un callejón)",233,ubicacion excelente aunque bien cierto entrada no da buena sensacion callejon
"Las habitaciones son bonitas, decoradas con estilo, la cama esta bien (no si eres muy alto)",233,habitaciones bonitas decoradas estilo cama bien no alto
Pero hay peros que no les salva y que lo desaconsejan: El ruido,233,peros no salva desaconsejan ruido
"Podías participar de la conversación de la habitación de al lado, por los conductos del aire acondicionado se oía todo",233,podias participar conversacion habitacion lado conductos aire acondicionado oia
Las chicas de la limpieza aunque se puedan esforzar en no hacer ruido se les escucha mucho,233,chicas limpieza aunque puedan esforzar no hacer ruido escucha
La puerta de acceso al hotel también se escucha en algunas habitaciones,233,puerta acceso escucha habitaciones
"Y la gente de la calle, pues como si estuvieran a tu lado (aún cerrando ventanas)",233,gente calle pues lado aun cerrando ventanas
Pésima insonorizacion,234,pesima insonorizacion
"Se escucha todo de las habitaciones de al lado, del pasillo, de la calle",234,escucha habitaciones lado pasillo calle
Lleva tapones para poder dormir y antifaz para la claridad,234,lleva tapones poder dormir antifaz claridad
Buena ubicación,234,buena ubicacion
"No hay recepción, el acceso funciona con contraseña",234,no recepcion acceso funciona contrasena
"Bonito, bien ubicado pero no descansas bien",235,bonito bien ubicado no descansas bien
"La ubicación es excelente, aunque bien es cierto que la entrada no da buena sensación (es un callejón)",235,ubicacion excelente aunque bien cierto entrada no da buena sensacion callejon
"Las habitaciones son bonitas, decoradas con estilo, la cama esta bien (no si eres muy alto)",235,habitaciones bonitas decoradas estilo cama bien no alto
Pero hay peros que no les salva y que lo desaconsejan: El ruido,235,peros no salva desaconsejan ruido
"Podías participar de la conversación de la habitación de al lado, por los conductos del aire acondicionado se oía todo",235,podias participar conversacion habitacion lado conductos aire acondicionado oia
Las chicas de la limpieza aunque se puedan esforzar en no hacer ruido se les escucha mucho,235,chicas limpieza aunque puedan esforzar no hacer ruido escucha
La puerta de acceso al hotel también se escucha en algunas habitaciones,235,puerta acceso escucha habitaciones
"Y la gente de la calle, pues como si estuvieran a tu lado (aún cerrando ventanas)",235,gente calle pues lado aun cerrando ventanas
Pésima insonorizacion,236,pesima insonorizacion
"Se escucha todo de las habitaciones de al lado, del pasillo, de la calle",236,escucha habitaciones lado pasillo calle
