text,review_index,text_processed
Alojamiento del terror,1_133,alojamiento terror
"A pesar del buen trato y la buena ubicación, hemos vivido una noche de terror en este alojamiento",1_133,pesar buen trato buena ubicacion vivido noche terror alojamiento
"Las condiciones del apartamento eran nefastas, con humedades por todos lados y desperfectos a más no poder (lamparas descolgadas, paredes sucias y agrietadas, etc",1_133,condiciones apartamento nefastas humedades lados desperfectos no poder lamparas descolgadas paredes sucias agrietadas etc
),1_133,
"El alojamiento estaba bien equipado, tenía aire acondicionado en todas las habitaciones, aunque encenderlo no es una de las mejores ideas, pues cada vez que lo encendíamos salía un olor a tabaco insoportable",1_133,alojamiento bien equipado aire acondicionado todas habitaciones aunque encenderlo no mejores ideas pues cada vez encendiamos salia olor tabaco insoportable
"Pero todo esto no es más que el comienzo, el verdadero horror empieza a continuación",1_133,no comienzo verdadero horror empieza continuacion
"El suelo del apartamento estaba lleno de pelos que no eran nuestros (pues acabábamos de entrar), los pelos llegaban hasta el cuarto de baño",1_133,suelo apartamento lleno pelos no pues acababamos entrar pelos llegaban cuarto bano
Polvo por todos lados,1_133,polvo lados
"Camas con sábanas llenas de pelos, suciedad y manchas",1_133,camas sabanas llenas pelos suciedad manchas
Almohadas…,1_133,almohadas
"¡Sucio no, lo siguiente! Una de las peores experiencias hasta el momento",1_134,sucio no siguiente peores experiencias momento
"Recepción 24 horas, trato amable",1_134,recepcion 24 horas trato amable
"Apartamento muy grande, con muchas estancias y dos baños",1_134,apartamento grande muchas estancias dos banos
"El apartamento está remodelado, moderno y con buenos servicios: planta, tabla, mesa con sillas, varios sofás, tendedero, geles, toallas, mantas, cocina equipada, parking a diez minutos con promo descuento",1_134,apartamento remodelado moderno buenos servicios planta tabla mesa sillas varios sofas tendedero geles toallas mantas cocina equipada parking diez minutos promo descuento
¡¡PERO NO OS DEJEIS ENGAÑAR POR ESTAS COSAS!!  Todo,1_134,no dejeis enganar cosas
"Al llegar todo bien, el sitio está un poco escondido pero no está mal",1_134,llegar bien sitio escondido no mal
Ubicación aceptable,1_134,ubicacion aceptable
"Al llegar nos atendieron bien, era de noche y como tienen recepción 24h todo fue bien",1_134,llegar atendieron bien noche recepcion 24h bien
"Al llegar al apartamento, en un bloque colindante, nos aterrorizamos",1_134,llegar apartamento bloque colindante aterrorizamos
"Lo peor de todo era la suciedad, falta de limpieza y de interés por el mantenimiento",1_134,peor suciedad falta limpieza interes mantenimiento
"Dejando a un lado los desarreglos típicos de un edificio antiguo (que se pueden arreglar), las…",1_134,dejando lado desarreglos tipicos edificio antiguo pueden arreglar
Apartamentos Sevilla Dreams,1_135,apartamentos sevilla dreams
"Nefasto, irrepetible, sucio, dejado y encima de todo cuando vuelvo me envía un mensaje booking indicándome que el alojamiento dice que no nos hemos presentado",1_135,nefasto irrepetible sucio dejado encima vuelvo envia mensaje booking indicandome alojamiento dice no presentado
"Tengo la factura que lo acredita, espero que os pongáis las pilas en organización y atención al cliente",1_135,factura acredita espero pongais pilas organizacion atencion cliente
Desastre,1_136,desastre
"La verdad caro, feo, todo comprimido",1_136,verdad caro feo comprimido
"Te dejan un locker en el que no entra ni una valija, el baño compartido todo sucio, gente gritando y poniendo musica en los pasillos y nadie les dice nada",1_136,dejan locker no entra valija bano compartido sucio gente gritando poniendo musica pasillos nadie dice nada
Lo unico que les interesa es cobrar y después nada más,1_136,unico interesa cobrar despues nada
Servicio Nefasto para el precio,1_137,servicio nefasto precio
Fotos que no corresponde a la habitación,1_137,fotos no corresponde habitacion
Baños compartidos que carecen de limpieza e higiene,1_137,banos compartidos carecen limpieza higiene
Habitaciones sin armarios,1_137,habitaciones sin armarios
Con simples taquillas pequeñas,1_137,simples taquillas pequenas
Puertas que chocan con la cama y no abren del todo,1_137,puertas chocan cama no abren
Una experiencia Horrorosa,1_137,experiencia horrorosa
Elige otra opción,1_138,elige opcion
"Un sólo baño para 12 personas, que además no se limpiaba a diario, habitaciones excesivamente pequeñas para 6 personas, taquillas estropeadas, pestillos del baño rotos, no se te ocurra pedir una manta extra, un secador o incluso un mando para la máquina del aire acondicionado porque no lo hay",1_138,solo bano 12 personas ademas no limpiaba diario habitaciones excesivamente pequenas 6 personas taquillas estropeadas pestillos bano rotos no ocurra pedir manta extra secador incluso mando maquina aire acondicionado no
Yo me tuve que duchar en las duchas del segundo piso dadas las circunstancias del número de duchas disponibles por persona,1_138,duchar duchas segundo piso dadas circunstancias numero duchas disponibles persona
Realmente es un lugar que necesita una reforma o al menos una remodelación y puesta a punto de todas las instalaciones,1_138,realmente lugar necesita reforma menos remodelacion puesta punto todas instalaciones
No pidas mucho,1_138,no pidas
"""Cuchitril""",1_139,cuchitril
La habitación no corresponde  con el precio que pagas,1_139,habitacion no corresponde precio pagas
"carece de limpieza y de recursos necesarios para pasar tu estancia: faltan perchas ya que no habia armario, ni manta, los geles de baño no hacian ni espuma, ventanas rotas y no cerraban bien; la tv era pequeñisima y encima el Tdt no cogia canales",1_139,carece limpieza recursos necesarios pasar estancia faltan perchas no armario manta geles bano no hacian espuma ventanas rotas no cerraban bien tv pequenisima encima tdt no cogia canales
"en fin, no volveremos más",1_139,fin no volveremos
No era lo prometido,1_140,no prometido
Desaconsejable para niños y para personas mayores o con problemas de motricidad,1_140,desaconsejable ninos personas mayores problemas motricidad
Contratamos este apartamento pensando que ofrecía todos los servicios que anunciaba en Internet,1_140,contratamos apartamento pensando ofrecia servicios anunciaba internet
"Cuando llegamos, la primera sorpresa fue que no tenía aparcamiento privado tal y como anunciaba, así que tuvimos que ir a dejar el coche en el aparcamiento   que hay en el Mercadona con 44 grados en Sevilla",1_140,llegamos primera sorpresa no aparcamiento privado tal anunciaba asi ir dejar coche aparcamiento mercadona 44 grados sevilla
Llegamos después con las maletas y nos encontramos con la sorpresa de que tampoco tenía ascensor y nos habían reservado el ático con unas escaleras que eran una subida en vertical para alpinistas,1_140,llegamos despues maletas encontramos sorpresa tampoco ascensor reservado atico unas escaleras subida vertical alpinistas
Las camas individuales tenían unos muelles que hacían que pensaras que eras un fakir mártir de la India sobre una cama de clavos,1_140,camas individuales muelles hacian pensaras fakir martir india cama clavos
La cama de matrimonio era la única que parecía algo cómoda,1_140,cama matrimonio unica parecia comoda
El baño era…,1_140,bano
¡¡no no no!!,1_141,no no no
"wifi no funciona, cada lugar desde las áreas comunes hasta las habitaciones huele, durante la noche suele ser ruidoso",1_141,wifi no funciona cada lugar areas comunes habitaciones huele noche suele ser ruidoso
y está lleno de cucarachas,1_141,lleno cucarachas
"nadie limpia los frigoríficos comunes, por lo que están llenos de comida podrida",1_141,nadie limpia frigorificos comunes llenos comida podrida
El personal nunca está disponible y es cortés,1_141,personal nunca disponible cortes
"en el lado bueno, la ubicación es muy buena",1_141,lado bueno ubicacion buena
Hotel en obras,1_142,obras
Debe ser que los responsables del hotel han tenido la magnífica idea de hacer obras sin cerrar el lugar,1_142,debe ser responsables magnifica idea hacer obras sin cerrar lugar
Dos días nos despertamos con el ruido de un martillo compresor que venía de las habitaciones de arriba,1_142,dos dias despertamos ruido martillo compresor venia habitaciones arriba
No es de recibo,1_142,no recibo
"Y aunque tuvieron el detalle de descontarnos una noche, queremos dejar constancia de que lo último que esperas cuando vas a cualquier hotel es que tenga obras y no puedas descansar",1_142,aunque detalle descontarnos noche queremos dejar constancia ultimo esperas vas cualquier obras no puedas descansar
"Dejando aparte este asunto, muy buen sitio para alojarse, destaca especialmente el personal de servicio, muy profesionales",1_142,dejando aparte asunto buen sitio alojarse destaca especialmente personal servicio profesionales
"La limpieza, el trato, ubicación, la habitación",1_142,limpieza trato ubicacion habitacion
Todo magnífico,1_142,magnifico
Un timo y un engaño,1_143,timo engano
"Cuando contratamos mi pareja y yo el alojamiento en dicho lugar no había información sobre su verdadera naturaleza, pues lejos de tratarse de un hotel, en su lugar, es un simple albergue, extremadamente caro en el que resulta imposible descansar",1_143,contratamos pareja alojamiento dicho lugar no informacion verdadera naturaleza pues lejos tratarse lugar simple albergue extremadamente caro resulta imposible descansar
"Es frecuentado por jóvenes que buscan ir de fiesta y despedidas de solteros,  por lo que el descanso es imposible",1_143,frecuentado jovenes buscan ir fiesta despedidas solteros descanso imposible
Allí no existe orden ni ley,1_143,alli no existe orden ley
Pero nadie te informa a la hora de contratarlo,1_143,nadie informa hora contratarlo
De igual manera en las páginas de búsqueda de hoteles y alojamientos aparece como hotel y no como albergue,1_143,igual manera paginas busqueda hoteles alojamientos aparece no albergue
"Por otra parte, la habitación era raquítica, sin tele,  sin artículos de aseo e incluso sin armario",1_143,parte habitacion raquitica sin tele sin articulos aseo incluso sin armario
"Así mismo, el aislamiento acústico del emplazamiento es nulo y se escuchan todos los ruidos,  tanto del interior como del exterior del…",1_143,asi mismo aislamiento acustico emplazamiento nulo escuchan ruidos interior exterior
Horroroso,1_144,horroroso
"El sitio es muy bonito, trato espectacular por los camareros de la terraza aconsejándonos cócteles y buenas bebidas, pero instalaciones reventadas y poco cuidadas por parte del hotel",1_144,sitio bonito trato espectacular camareros terraza aconsejandonos cocteles buenas bebidas instalaciones reventadas cuidadas parte
"Volvería por el trato recibido, pero no por las instalaciones",1_144,volveria trato recibido no instalaciones
Fatal,1_145,fatal
Intento de estafa,1_145,intento estafa
"Llegamos y mientras hacíamos check in había otro viajero quejándose de lo pequeña que era la habitación que le habían puesto, quería pagar algo más por estar en una mejor",1_145,llegamos mientras haciamos check in viajero quejandose pequena habitacion puesto queria pagar mejor
"Le dijeron que no había otra habitación, le dieron un vale por una consumición (espumoso) en la terraza y al irse oímos que era “una reserva de Booking”, como despreciándolo",1_145,dijeron no habitacion dieron vale consumicion espumoso terraza irse oimos reserva booking despreciandolo
"Aún a pesar de eso, seguimos con el check in",1_145,aun pesar seguimos check in
"Lo primero que hicimos fue pagar, sin ver la habitación, sin nada",1_145,primero hicimos pagar sin ver habitacion sin nada
Eso nos pidieron: pagar nada más llegar,1_145,pidieron pagar nada llegar
Luego entendimos por qué,1_145,luego entendimos
"Nos metieron en una habitación pequeñísima, oscura, que no cumplía con el tamaño que habíamos contratado, que era una individual a la que le echaban morro (en su web lo indican, 15m2 de individual, así era)",1_145,metieron habitacion pequenisima oscura no cumplia tamano contratado individual echaban morro web indican 15m2 individual asi
Le pedimos cambio al que nos subió las maletas,1_145,pedimos cambio subio maletas
Nos…,1_145,
Una estafa y sucio,1_146,estafa sucio
"El hotel es viejo, incómodo y sucio",1_146,viejo incomodo sucio
"Las camas son duras y las almohadas dan pena, además de que las camareras que limpian no lo hacen bien ya que siempre se acumula polvo, manchas y suciedad en el hotel",1_146,camas duras almohadas dan pena ademas camareras limpian no hacen bien siempre acumula polvo manchas suciedad
Además David y la señora Santiago nos engañaron haciéndonos creer que no se nos cobraría un adicional por los desayunos pero al final nos cobraron todo y lo hicieron de una muy mala forma,1_146,ademas david senora santiago enganaron haciendonos creer no cobraria adicional desayunos final cobraron hicieron mala forma
Una pésima experiencia que solo refleja la mala clase de personas que trabajan en ese sucio hotel,1_146,pesima experiencia solo refleja mala clase personas trabajan sucio
Queja,1_147,queja
Es un hotel vetusto con un personal muy antipático sobre todo en la recepción,1_147,vetusto personal antipatico recepcion
Solo se salva el director del hotel que estuvo muy amable cuándo presente una queja porque la habitación estaba encima de un bar de copas y era imposible dormir,1_147,solo salva director amable presente queja habitacion encima bar copas imposible dormir
En Shock: un camarero amenazando con bajar a la calle a pegar a un cliente,1_148,shock camarero amenazando bajar calle pegar cliente
Aún estoy en shock ya que jamás en mi vida había presenciado lo que vi en la terraza del Hotel Doña María,1_148,aun shock jamas vida presenciado vi terraza dona maria
"Fuí testigo en primera línea de cómo un camarero, visiblemente alterado, retaba a un cliente a bajar a la calle para pegarle amenazándole con darle una paliza sin razón alguna",1_148,testigo primera linea camarero visiblemente alterado retaba cliente bajar calle pegarle amenazandole darle paliza sin razon alguna
"Sus propios compañeros tuvieron que sujetarle y decirle que se tranquilizara y si no hubiera sido por eso, habría agredido al cliente",1_148,propios companeros sujetarle decirle tranquilizara no sido agredido cliente
No es admisible que el personal de un establecimiento público atienda en esas condiciones y actúe de esa manera,1_148,no admisible personal establecimiento publico atienda condiciones actue manera
"A la Dirección del Hotel Doña María, cuiden mejor la selección que hacen de su personal o pueden encontrarae con un gran problema",1_148,direccion dona maria cuiden mejor seleccion hacen personal pueden encontrarae gran problema
"Les pedi una cosa, y se esforzaron en hacer lo contrario",1_149,pedi cosa esforzaron hacer contrario
"Les pedí que si fuera posible me pusieran en una habitación que tuviera vista, en caso que tuvieran disponibilidad",1_149,pedi posible pusieran habitacion vista caso disponibilidad
"Cabe mencionar que no pague habitación con vistas, pero aquí viene mi descontento: El señor me dijo que si quería vistas que había que pagarlo, así que le dijimos que nos diera una habitación standar, pues bien, nos dieron la habitación más al fondo, la más oscura del hotel, y lo mas grandioso, cuando abrias la ventana, teniamos a 10 centimetros unos tubos gigantes de aire acondicionado",1_149,cabe mencionar no pague habitacion vistas aqui viene descontento senor dijo queria vistas pagarlo asi dijimos diera habitacion standar pues bien dieron habitacion fondo oscura grandioso abrias ventana 10 centimetros tubos gigantes aire acondicionado
"La habitación en si, no es tan buena como enseñan en las fotos",1_149,habitacion no tan buena ensenan fotos
La cama era bastante incomoda,1_149,cama bastante incomoda
"El agua dificil de regular, con las instalaciones del baño un tanto viejas",1_149,agua dificil regular instalaciones bano viejas
"La chica de la limpieza, no usaba mascarilla, y hacían un ruido inaceptable a las 8 - 9 de la mañana",1_149,chica limpieza no usaba mascarilla hacian ruido inaceptable 8 9 manana
…,1_149,
Habitación fatal,1_150,habitacion fatal
Nos dijeros que había solo una habitación disponible en el hall,1_150,dijeros solo habitacion disponible hall
"Tienen varias allí y no pusimos impedimento, pero lo que no nos dijeron es que la habitación estaba llena de humedades, con un armario en el servicio donde tu ropa estaba húmedecida, las esquinas y las partes de abajo de las paredes y de las puertas roto y sin ventilación",1_150,varias alli no pusimos impedimento no dijeron habitacion llena humedades armario servicio ropa humedecida esquinas partes abajo paredes puertas roto sin ventilacion
"A la mañana siguiente, protestamos y nos cambiaron a otra  y aunque era algo mejor, bastante que desear la verdad",1_150,manana siguiente protestamos cambiaron aunque mejor bastante desear verdad
"Por cierto, no hay tv en ninguna habitación que aunque no se vaya allí a ver la tv , si algún rato quieres descansar viéndola no es posible",1_150,cierto no tv ninguna habitacion aunque no vaya alli ver tv algun rato quieres descansar viendola no posible
"Fatal, no volveremos allí",1_150,fatal no volveremos alli
La peor habitación que he visto nunca ,1_151,peor habitacion visto nunca
"Salgo de trabajar y me dirijo al hotel pensando que va ha ser una experiencia agradable y placentera, ya que el precio de la habitación es de 160€ la noche solo la estancia sin desayuno ni nada de nada",1_151,salgo trabajar dirijo pensando va ser experiencia agradable placentera precio habitacion 160 noche solo estancia sin desayuno nada nada
Me atiende en la recepción una señorita muy agradable y cuando llego a la habitación que es la 102 y solo decir una palabra decepción,1_151,atiende recepcion senorita agradable llego habitacion 102 solo decir palabra decepcion
valiente cjfrjxkkfkf de habitación y que decir del baño algo horroroso de hace un siglo por lo menos pero vamos que no han hecho nada por mejorarlo de hecho las imágenes hablan por si solas y total mente decepcionado me dirijo a la recepción y me dice la señorita que es lo que hay y ya está así que no volveré nunca más,1_151,valiente cjfrjxkkfkf habitacion decir bano horroroso hace siglo menos vamos no hecho nada mejorarlo hecho imagenes hablan solas total mente decepcionado dirijo recepcion dice senorita asi no volvere nunca
y por consiguiente no hablaré bien de este hotel con nadie es más haré todo lo contrario y lo peor tengo que pasar la…,1_151,consiguiente no hablare bien nadie hare contrario peor pasar
Decepcionante,1_152,decepcionante
"Descuidado, paredes sucias, olor a humedad, baño terrorífico, manchas de oxido, colchones duros, sofá sucio",1_152,descuidado paredes sucias olor humedad bano terrorifico manchas oxido colchones duros sofa sucio
Zonas comunes mal cuidadas,1_152,zonas comunes mal cuidadas
"Reservamos la habitación con desayuno, solo había una persona atendiendo el comedor y preparando los desayunos, traía las cosas con cuentagotas, y con el pan frío traía el bacon, y después la bebida",1_152,reservamos habitacion desayuno solo persona atendiendo comedor preparando desayunos traia cosas cuentagotas pan frio traia bacon despues bebida
Eramos 4 personas y no pudimos desayunar a la vez,1_152,4 personas no pudimos desayunar vez
He estado en hostales con más lustre que este establecimiento,1_152,hostales lustre establecimiento
Impactante por el lugar siniestro y dejadez de las habitaciones,1_153,impactante lugar siniestro dejadez habitaciones
"Solo una noche y de terror!  La habitación aún era más fría que los patios exteriores,unos cortinones cargados de humedad y polvo daban un aspecto tan siniestro que no nos atreviamos a apagar las luces pero si surtieron efecto para que nos pícara todo el cuerpo,entraba a raudales la claridad del patio por dos ventanas sin posibilidad de cerrar ",1_153,solo noche terror habitacion aun fria patios exterioresunos cortinones cargados humedad polvo daban aspecto tan siniestro no atreviamos apagar luces surtieron efecto picara cuerpoentraba raudales claridad patio dos ventanas sin posibilidad cerrar
"con lo que apagamos la luz y nos rendimos vestidas sobre las camas de asco que nos dieron ,en el picaporte del baño de la parte de fuera colgaba una mascarilla higiénica",1_153,apagamos luz rendimos vestidas camas asco dieron picaporte bano parte colgaba mascarilla higienica
que tiramos al retrete,1_153,tiramos retrete
el baño era como un váter de tasca con un plato de ducha impracticable,1_153,bano vater tasca plato ducha impracticable
Adelantamos los billetes de vuelta para irnos de allí a las 5 de la mañana,1_153,adelantamos billetes vuelta irnos alli 5 manana
Si pides un taxi deben llamar a amigos que ya traen 5 euros en marcador y se pone ir al…,1_153,pides taxi deben llamar amigos traen 5 euros marcador pone ir
cubre,1_154,cubre
"No hace honor a su nombre, sitio cubre, muy viejo todo, sucio e incomodo, un asco, no se como tiene esa puntuación, una pensión de mala muerte, no aconsejo a nadie que pernocte aquí, categoría nula",1_154,no hace honor nombre sitio cubre viejo sucio incomodo asco no puntuacion pension mala muerte no aconsejo nadie pernocte aqui categoria nula
"Sin ascensor,cuarto de baño muy viejo",1_154,sin ascensorcuarto bano viejo
Decepcionantemente viejo,1_155,decepcionantemente viejo
"Hotel malísimo con una categoría muy inferior a la de las 4 estrellas que dice tener, te intentan comprar la opinión con una botella de vino barato para que no critiques la falta de limpieza, infraestructuras, no tiene ascensor, muy frío, muchos bichos y sucio ,malos olores y muchas escaleras peligrosas, calle oscura y mal señalizado",1_155,malisimo categoria inferior 4 estrellas dice tener intentan comprar opinion botella vino barato no critiques falta limpieza infraestructuras no ascensor frio bichos sucio malos olores muchas escaleras peligrosas calle oscura mal senalizado
Desayuno pésimo y de muy poca calidad,1_155,desayuno pesimo poca calidad
Debería tener 2 estrellas como máximo,1_155,deberia tener 2 estrellas maximo
no se lo recomiendo a nadie,1_155,no recomiendo nadie
Una estafa,1_155,estafa
Terraza,1_156,terraza
Las vistas muy bien pero el personal un muy desagradable,1_156,vistas bien personal desagradable
Estuvimos tomando una copa arriba en la terraza y no nos sentimos bien atendido para el hotel que es esperábamos un trato cordial y no con desganas y prisas porque nos fuéramos,1_156,tomando copa arriba terraza no sentimos bien atendido esperabamos trato cordial no desganas prisas
Decepción a la hora de pagar!,1_157,decepcion hora pagar
"Hotel bastante bonito y limpio, solo que cuando fuimos a pagar nos llevamos una gran sorpresa",1_157,bastante bonito limpio solo pagar llevamos gran sorpresa
"El día que llegamos nos dijeron que en la reserva que había hecho incluía el desayuno,yo insisti en que no pero el recepcionista aseguraba que lo incluía en el precio y cuando fuimos a pagar nos dimos cuenta que se lo sacaron de la manga, no entraba ningún desayuno y tuvimos que pagar un suplemento de 34 euros por desayunar una pareja dos días, excesivo por mucho buffet que hubiese, no volveria",1_157,dia llegamos dijeron reserva hecho incluia desayunoyo insisti no recepcionista aseguraba incluia precio pagar dimos cuenta sacaron manga no entraba ningun desayuno pagar suplemento 34 euros desayunar pareja dos dias excesivo buffet no volveria
Un abuso por parte de recepción del hotel,1_157,abuso parte recepcion
"Hotel extremadamente caro, para lo que ofrece",1_158,extremadamente caro ofrece
La calificación de este hotel está hinchada,1_158,calificacion hinchada
"La ubicación es perfecta, s el hotel lo mereciera, está situado en un magnífico lugar(de acuerdo)",1_158,ubicacion perfecta s mereciera situado magnifico lugarde acuerdo
"Pero es un hotel que es un  patio interior típico Andaluz, nos dieron la habitación de la planta baja, sin ventilación sin luz exterior, con muchísima humedad, y además algo de falta de esmero en la limpieza, pues entre las rejillas del cabezero de la cama había pelusas",1_158,patio interior tipico andaluz dieron habitacion planta baja sin ventilacion sin luz exterior muchisima humedad ademas falta esmero limpieza pues rejillas cabezero cama pelusas
"Calidad precio una barbaridad, pues pagas como un 4* cuando no se merece 2*",1_158,calidad precio barbaridad pues pagas 4 no merece 2
"Y conste que no estoy resentido, es que es así",1_158,conste no resentido asi
"Del personal nada que decir en contra, puesto que no lo hay nada más que en el comedor, que está en otra calle",1_158,personal nada decir puesto no nada comedor calle
NO SE LO ACONSEJO A NADIE,1_158,no aconsejo nadie
PÉSIMO ,1_159,pesimo
"Estuve tres noches en el Puente del Pilar reservado la estancia por booking y lo  pagué a la hora de reservar la habitación en caso contrario no me hubiera quedado ninguna noche: La reserva que hice era una habitación de 25 m y en el momento de llegada me dan una habitación que no tendría más de 10 o 12, al quejarme en Recepción me pasan a otra habitación que si cumple los metros contratados, la primera noche la pasamos con mucho calor pensábamos que el aire acondicionado no lo habíamos puesto bien al día siguiente al ver que no funciona el aire acondicionado lo  comunicamos en recepción y cuál es nuestra sorpresa cuando llegamos por la noche y vemos que nos ponen un ventilador y por supuesto sin arreglar el aire Y para rematar la estancia el día de salida vemos que la ropa y…",1_159,tres noches puente pilar reservado estancia booking pague hora reservar habitacion caso contrario no quedado ninguna noche reserva hice habitacion 25 m momento llegada dan habitacion no 10 12 quejarme recepcion pasan habitacion cumple metros contratados primera noche pasamos calor pensabamos aire acondicionado no puesto bien dia siguiente ver no funciona aire acondicionado comunicamos recepcion sorpresa llegamos noche vemos ponen ventilador supuesto sin arreglar aire rematar estancia dia salida vemos ropa
Una pésima gestión,1_160,pesima gestion
"Reservamos una noche en este alojamiento, el cual elegí indudablemente por su ubicación",1_160,reservamos noche alojamiento elegi indudablemente ubicacion
Al llegar al establecimiento para realizar el auto check-in descubrimos que el código facilitado no es correcto,1_160,llegar establecimiento realizar auto check in descubrimos codigo facilitado no correcto
"Al contactar con el número de teléfono proporcionado, nos dicen que el alojamiento no está disponible porque están desinfectando, por lo que nos envían a otro hotel de categoría superior pero que se encuentra a casi un kilómetro",1_160,contactar numero telefono proporcionado dicen alojamiento no disponible desinfectando envian categoria superior encuentra casi kilometro
"El principal problema deriva de que ni si quiera nos avisaron con antelación de la situación y del cambio de hotel, pues mi pareja y yo podríamos no estar de acuerdo con el mismo, ya que pagamos un alojamiento en una ubicación concreta por intereses personales",1_160,principal problema deriva quiera avisaron antelacion situacion cambio pues pareja podriamos no acuerdo mismo pagamos alojamiento ubicacion concreta intereses personales
"Según la ley 13/2011 de Turismo de Andalucía son derechos del usuario turístico ""recibir…",1_160,segun ley 13 2011 turismo andalucia derechos usuario turistico recibir
Todo bien hasta irnos,1_161,bien irnos
"Después de poner una buena valoración en Booking, te bombardean a emails para que pongan otra valoración a TripAdvisor, por eso les doy está nota",1_161,despues poner buena valoracion booking bombardean emails pongan valoracion tripadvisor doy nota
Porque estoy harto de borrar mails,1_161,harto borrar mails
Deberían dejar en paz a los usuarios una vez fuera del hotel,1_161,deberian dejar paz usuarios vez
"RUIDOSO, LIMPIEZA DEFICIENTE Y CARO",1_162,ruidoso limpieza deficiente caro
"Publicitado en internet con DESAYUNO GRATIS y 10% reservando a través de la web, ninguna de las dos cosas y presentando mi queja enseñando la impresión de internet dónde lo indica (adjunto foto) y no han hecho ni caso",1_162,publicitado internet desayuno gratis 10 reservando traves web ninguna dos cosas presentando queja ensenando impresion internet indica adjunto foto no hecho caso
El último día salimos de la habitación a las 11:20h,1_162,ultimo dia salimos habitacion 1120h
y la sorpresa al volver es que no han entrado a hacer las camas ni la limpieza,1_162,sorpresa volver no entrado hacer camas limpieza
familiar ,1_163,familiar
nunca volveré  y tampoco lo recomendaré ,1_163,nunca volvere tampoco recomendare
Es una pena que esas instalaciones estén tan mal atendidas ,1_163,pena instalaciones tan mal atendidas
"Pedí en el bar dos cubitos de hielo para tomarme una cocacols en la habitación y me vendieron una bolsa de 2 Kilos a 2,50€",1_163,pedi bar dos cubitos hielo tomarme cocacols habitacion vendieron bolsa 2 kilos 250
Se puede ser más cutre?  Tengo más detalles pero no se merecen  mi tiempo ,1_163,puede ser cutre detalles no merecen tiempo
PEOR IMPOSIBLE,1_164,peor imposible
Este hotel y su organización es un caos que no había visto jamás en mi vida,1_164,organizacion caos no visto jamas vida
Para empezar pedimos dos habitaciones contiguas para 3 noches y las llaves de las puertas intermedias no funcionaban (nadie fue capaz de solucionarlo),1_164,empezar pedimos dos habitaciones contiguas 3 noches llaves puertas intermedias no funcionaban nadie capaz solucionarlo
"El suelo estaba francamente sucio y el baño de la 310 olía a cloaca (el de mantenimiento vuelve dentro de 4 días, así que no podemos hacer nada)",1_164,suelo francamente sucio bano 310 olia cloaca mantenimiento vuelve dentro 4 dias asi no podemos hacer nada
"Al día siguiente, se tapa el inodoro de la 309, pero el de mantenimiento tampoco estaba y nos ofrecen un cambio de habitación porque obviamente no podíamos ir al baño",1_164,dia siguiente tapa inodoro 309 mantenimiento tampoco ofrecen cambio habitacion obviamente no podiamos ir bano
La puerta de entrada a la 309 tampoco funcionaba porque no tenía pilas!!!! y mantemiento de vacaciones también,1_164,puerta entrada 309 tampoco funcionaba no pilas mantemiento vacaciones
Nos cambian a la 311 y no he sido capaz de ducharme porque el agua salía fría que me helaba y caliente que me quemaba en 2 sg,1_164,cambian 311 no sido capaz ducharme agua salia fria helaba caliente quemaba 2 sg
Las…,1_164,
Engaño,1_165,engano
Reservé a través de su página web,1_165,reserve traves pagina web
finalmente por un evento deportivo no pude visitar este hotel pero estuve en contacto en todo momento con ellos,1_165,finalmente evento deportivo no pude visitar contacto momento
El recepcionista Fernando me garantizaba que a pesar de mi no show el lunes se me devolvia el dinero por ser una reserva de su propia web,1_165,recepcionista fernando garantizaba pesar no show lunes devolvia dinero ser reserva propia web
Pues no,1_165,pues no
nunca recibi la devolución! Gracias por el trato al cliente,1_165,nunca recibi devolucion gracias trato cliente
Desagradable,1_166,desagradable
Por el mismo precio tienes buenos hoteles en Sevilla,1_166,mismo precio buenos hoteles sevilla
Debido a las buenas opiniones decidimos reservar,1_166,debido buenas opiniones decidimos reservar
horrible,1_166,horrible
Nos dieron una habitación que daba a la recepción por lo que no podías abrir la ventana para que entrara el aire porque oías todo,1_166,dieron habitacion daba recepcion no podias abrir ventana entrara aire oias
"La habitación enana, el colchón tendría 10 cm de grosor",1_166,habitacion enana colchon 10 cm grosor
"incomodísimo, y la cama de 1,05 me parece insuficiente para dos personas",1_166,incomodisimo cama 105 parece insuficiente dos personas
"Cuando reclamabas en recepción, no te hacían ni caso",1_166,reclamabas recepcion no hacian caso
Parecía que eran estudiantes que estaban allí de paso los que te atendían,1_166,parecia estudiantes alli paso atendian
"Luego nos pasaron a otra habitación, después de reclamar bastante",1_166,luego pasaron habitacion despues reclamar bastante
"y nada, como no hay aire acondicionado un desastre, no se podía dormir",1_166,nada no aire acondicionado desastre no podia dormir
No volveré,1_166,no volvere
El infierno de mi viaje,1_167,infierno viaje
Os voy a contar mi experiencia en un hotel de Sevilla al que espero no vallas nunca ,1_167,voy contar experiencia sevilla espero no vallas nunca
