text,review_index,text_processed
Tampoco ponen zapatillas,176,tampoco ponen zapatillas
El baño pequeño ya que entre el wc y el bidé no caben las piernas,176,bano pequeno wc bide no caben piernas
"En definitiva muy bonito y conservando la decoración típica sevillana ,céntrico pero necesita una moderniación para ser de 4 estrellas",176,definitiva bonito conservando decoracion tipica sevillana centrico necesita moderniacion ser 4 estrellas
Delicia de Caserón pero descuidado,177,delicia caseron descuidado
Responde al encanto poético de alojarse en un caserón impregnado de historia,177,responde encanto poetico alojarse caseron impregnado historia
En el centro histórico,177,centro historico
Recepción y trato atento,177,recepcion trato atento
Por contra precisa un tanto de atención en cuanto al mantenimiento y limpieza,177,precisa atencion cuanto mantenimiento limpieza
La cama de confortabilidad mejorable,177,cama confortabilidad mejorable
Muebles sencillos y viejos para la categoría,177,muebles sencillos viejos categoria
Las 4**** requieren cuidar más los detalles,177,4 requieren cuidar detalles
Una lástima que enmascara su atractiva magia,177,lastima enmascara atractiva magia
ELEMENTOS QUE FALTAN,178,elementos faltan
"nos encantan estos apartamentos,pero en mi opinión les falta cosas importantes: caja fuerte en el apartamento mueble en el salón para guardar cosas mueble nen la cocina para guardar alimentos que no sean de nevera mucha dificultad para ir en coche",178,encantan apartamentospero opinion falta cosas importantes caja fuerte apartamento mueble salon guardar cosas mueble nen cocina guardar alimentos no nevera mucha dificultad ir coche
Limpieza y mantenimiento,179,limpieza mantenimiento
Los apartamentos están muy bien ubicados pero sería necesario que ofertasen un aparcamiento competitivo y un espacio para carga y descarga,179,apartamentos bien ubicados necesario ofertasen aparcamiento competitivo espacio carga descarga
"En esta ocasión, estuvimos hace un año y decidimos repetir, pero en esta ocasión no estuvo a la altura: la mampara del baño con un cerco horrible, losas de la cocina sucias, igual que las ventanas, tanto por dentro como por fuera",179,ocasion hace ano decidimos repetir ocasion no altura mampara bano cerco horrible losas cocina sucias igual ventanas dentro
"La cortina del salón con manchas, así como el sofá y el techo lleno de arañitas pequeñas",179,cortina salon manchas asi sofa techo lleno aranitas pequenas
"Lo comunicamos y pusieron remedio, pero no deberían dar lugar a esa situación tan incómoda",179,comunicamos pusieron remedio no deberian dar lugar situacion tan incomoda
La ropa de cama y las toallas muy limpias,179,ropa cama toallas limpias
Sevilla en familia,180,sevilla familia
Muy buena ubicación pero necesita mantenimiento y mejor limpieza,180,buena ubicacion necesita mantenimiento mejor limpieza
"Estuvimos hace un año y quedamos contentos con la experiencia, pero esta segunda vez nos decepcionó",180,hace ano quedamos contentos experiencia segunda vez decepciono
La categoría 9'1 en booking no es del todo correcta,180,categoria 9 1 booking no correcta
Todo iba bien hasta que,181,iba bien
"Excelente situación aunque difícil de encontrar, falta señalización en el exterior",181,excelente situacion aunque dificil encontrar falta senalizacion exterior
Excelente trato,181,excelente trato
Rocío es un amor,181,rocio amor
Habitación normal,181,habitacion normal
Opino de la que nos tocó; ignoramos las otras,181,opino toco ignoramos
El televisor es de gama (muy) baja con sonido de lata francamente malo,181,televisor gama baja sonido lata francamente malo
Faltan perchas en el armario y en el baño,181,faltan perchas armario bano
En el baño faltan repisas para colocar los útiles,181,bano faltan repisas colocar utiles
"La única que hay es pequeña, estrecha e inclinada hacia abajo",181,unica pequena estrecha inclinada hacia abajo
El tapizado del mobiliario necesita una limpieza y/o renovación,181,tapizado mobiliario necesita limpieza renovacion
Al pasar por el pasillo hemos visto algunas habitaciones renovadas,181,pasar pasillo visto habitaciones renovadas
"La zona de la ducha necesita una barra como asidero, para evitar resbalones inoportunos",181,zona ducha necesita barra asidero evitar resbalones inoportunos
Estos pequeños inconvenientes no evitaron que disfrutáramos de la situación y tranquilidad del apartamento durante tres días hasta que la cuarta noche…,181,pequenos inconvenientes no evitaron disfrutaramos situacion tranquilidad apartamento tres dias cuarta noche
Desilusionada,182,desilusionada
"Reserve una semana por una habitación de luxe con terraza, pero la primera noche nos dieron una habitación de nivel inferior sin terraza y con ventana al patio interior bastante oscuro, e igual me cobraron todo al mismo precio de habitación de luxe",182,reserve semana habitacion luxe terraza primera noche dieron habitacion nivel inferior sin terraza ventana patio interior bastante oscuro igual cobraron mismo precio habitacion luxe
"Unicamente me ofrecieron una cena como cortesia y deje claro que deseaba que sean legales a la hora de cobrar mi estancia, ya que no tenía problema en pagarme una cena, la cual no compensa la diferencia de dinero",182,unicamente ofrecieron cena cortesia deje claro deseaba legales hora cobrar estancia no problema pagarme cena no compensa diferencia dinero
"Cuando realizaba el check-out me dicen que el gerente Carlos había hablado conmigo y que yo habia aceptado todo, cosa que es totalmente falso, jamás el gerente hablo conmigo",182,realizaba check out dicen gerente carlos hablado conmigo aceptado cosa totalmente falso jamas gerente hablo conmigo
Totalmente desilusionada con el hotel,182,totalmente desilusionada
lo único rescatable es la atención del personal,182,unico rescatable atencion personal
Impecablemente ruidoso,183,impecablemente ruidoso
Tan bien situado como ruidoso,183,tan bien situado ruidoso
"El hotel tiene muchas virtudes como su personal, habitaciones, situación y calidad de sus servicios",183,muchas virtudes personal habitaciones situacion calidad servicios
Pero tiene un gran defecto el ruido tanto interior como exterior,183,gran defecto ruido interior exterior
Necesita una urgente reforma de sus cerramientos,183,necesita urgente reforma cerramientos
El ruido de la calle da la sensación de estar dentro de la habitación y los ascensores rugen como un dragón,183,ruido calle da sensacion dentro habitacion ascensores rugen dragon
El hotel facilita a sus huéspedes tapones para dormir,183,facilita huespedes tapones dormir
La terraza del ático tiene un bar con magnífica vista,183,terraza atico bar magnifica vista
Lástima de hotel podría ser magnífico pero uno no descansa,183,lastima podria ser magnifico no descansa
Regular,184,regular
La relación calidad - precio no se corresponde a la decoración un poco anticuada,184,relacion calidad precio no corresponde decoracion anticuada
El personal del hotel muy amable Desayuno muy completo,184,personal amable desayuno completo
Mobiliario un poco antiguo,184,mobiliario antiguo
Creo queel precio de las habitaciones es demasiado caras,184,creo queel precio habitaciones demasiado caras
Deben mejorar algunos detalles,185,deben mejorar detalles
"Excelente ubicación plaza nueva de Sevilla 120€ con desayuno incluido, desayuno normal",185,excelente ubicacion plaza nueva sevilla 120 desayuno incluido desayuno normal
Cama cómoda con varias almohadas,185,cama comoda varias almohadas
Completos amenities Toallas bastante agradables y grandes Habitación amplia  Hacia frío en la habitación y no pusieron mucho interés en poner la calefacción o buscar solución,185,completos amenities toallas bastante agradables grandes habitacion amplia hacia frio habitacion no pusieron interes poner calefaccion buscar solucion
El wifi va muy mal por ser abierta aunque con clave,185,wifi va mal ser abierta aunque clave
Me defraudó,186,defraudo
Me dejó un mal sabor de boca,186,dejo mal sabor boca
La limpieza dejó mucho que desear,186,limpieza dejo desear
"La televisión tenía problemas de sintonización, por lo que sólo se veían algunos programas",186,television problemas sintonizacion solo veian programas
La cama muy incómoda para descansar,186,cama incomoda descansar
"El desayuno buffet, deja mucho que desear, con pocas opciones",186,desayuno buffet deja desear pocas opciones
Trabajo en Sevilla,187,trabajo sevilla
"No me parece bien que  un hotel en la ciudad de Sevilla donde les temperaturas son tan altas, no dispongan de nevera  las habitaciones",187,no parece bien ciudad sevilla temperaturas tan altas no dispongan nevera habitaciones
Hacía bastante tiempo que no me ocurría esto en algún hotel,187,hacia bastante tiempo no ocurria algun
Gracias,187,gracias
Normal,188,normal
Precio acorde a la habitación,188,precio acorde habitacion
Cama cómoda y gente agradable,188,cama comoda gente agradable
"Las paredes de papel, oyes todo lo de las habitaciones de al lado,  el desayuno bueno, pero el restaurante es tan pequeño que te chocas con la gente",188,paredes papel oyes habitaciones lado desayuno bueno restaurante tan pequeno chocas gente
Parking cubierto y barato 6€,188,parking cubierto barato 6
zonas comunes,189,zonas comunes
las zonas comunes son muy reducidas,189,zonas comunes reducidas
El comedor concretamente es demasiado pequeño para este hotel,189,comedor concretamente demasiado pequeno
El espacio destinado para colocar todos los productos del desayuno es muy reducido y lioso,189,espacio destinado colocar productos desayuno reducido lioso
Unas cosas por un lado y otras por otro,189,unas cosas lado
Pocas mesas para poder comer tranquilo,189,pocas mesas poder comer tranquilo
La habitación para tres personas (2 adultos y un niño) es demasiado justa,189,habitacion tres personas 2 adultos nino demasiado justa
"Cuando la reserva de la habitación es para 3 personas, la ropa de bño también debía de ser de igual manera",189,reserva habitacion 3 personas ropa bno debia ser igual manera
Maletas con amortiguadores,190,maletas amortiguadores
Situado en zona peatonal en las calles estrechas del barrio de Santa Cruz,190,situado zona peatonal calles estrechas barrio santa cruz
"El taxi nos dejó en la puesta de los reales Alcázares de sevilla, y desde allí hay que ir arrastrando la maleta por las calles empedradas, por lo que sería interesante hacer maletas con amortiguadores, pues se destrozan las ruedas y hacen un ruido infernal",190,taxi dejo puesta reales alcazares sevilla alli ir arrastrando maleta calles empedradas interesante hacer maletas amortiguadores pues destrozan ruedas hacen ruido infernal
La recepción está en la Pl,190,recepcion pl
"de doña Elvira en un hotel con ese nombre, donce te reciben muy amablemente y después te acompañan al Hotel Casas de Santa Cruz, que está a 50 mts  después de doblar dos esquinas, y donde no hay recepción",190,dona elvira nombre donce reciben amablemente despues acompanan casas santa cruz 50 mts despues doblar dos esquinas no recepcion
"En la planta baja, que es la foto del patio, hay dos habitaciones, en la primera planta hay tres y enla segunda hay otras dos",190,planta baja foto patio dos habitaciones primera planta tres enla segunda dos
De allí parte una escalera de caracol que te lleva a la terraza donde caben dos personas,190,alli parte escalera caracol lleva terraza caben dos personas
Sin…,190,sin
Hotel  regular tirando a malo,191,regular tirando malo
Habitacion muy muy pequeña,191,habitacion pequena
Apenas puedes dejar las maletas,191,apenas puedes dejar maletas
Me aloje en la primera planta,191,aloje primera planta
"Imposible dormir, mal aisladas las habitaciones y ventanas y se oye todo el ruido de la calle",191,imposible dormir mal aisladas habitaciones ventanas oye ruido calle
Sin minibar para tener al menos agua fresca,191,sin minibar tener menos agua fresca
Dificil de llegar,191,dificil llegar
El personal amable,191,personal amable
No repetire,191,no repetire
Diferente,192,diferente
Situado en el barrio de Santa Cruz y muy cerca de la catedral y el alcázar,192,situado barrio santa cruz cerca catedral alcazar
No se puede llegar en coche y aparcar cerca es imposible,192,no puede llegar coche aparcar cerca imposible
Lo mejor es dejarlo en algún parking cercano,192,mejor dejarlo algun parking cercano
Más que un hotel son unas cuantas habitaciones pequeñas alrededor de un patio central,192,unas cuantas habitaciones pequenas alrededor patio central
Bien decorado y acogedor,192,bien decorado acogedor
Las comidas se hacen en restaurantes cercanos,192,comidas hacen restaurantes cercanos
Personal muy atento,192,personal atento
Un hotel bien ubicado,193,bien ubicado
El hotel está en El Centro histórico muy cerca de los lugares para visitar,193,centro historico cerca lugares visitar
"Hay q tener en cuenta q no se,accede a el en taxi por las callejuelas angostas",193,q tener cuenta q no seaccede taxi callejuelas angostas
Te dejan cerca de una plaza,193,dejan cerca plaza
La más cerca es a dos cuadras y si el taxista no sabe pues a pasear,193,cerca dos cuadras taxista no sabe pues pasear
La atención del personal muy buena,193,atencion personal buena
La habitación cómoda pero hacia un poco de frio,193,habitacion comoda hacia frio
"Conviene pedir,en,planta alta por q en planta baja hay ruidos,de la calle y los huéspedes cuando entran",193,conviene pedirenplanta alta q planta baja ruidosde calle huespedes entran
"El,desayuno bueno pero basico",193,eldesayuno bueno basico
Semisorpresa,194,semisorpresa
Fuimos con mucha ilusión al centro histórico de Sevilla para pasar una noche y elegimos este hotel por el lugar donde se encuentra,194,mucha ilusion centro historico sevilla pasar noche elegimos lugar encuentra
"La idea de alojarte en Santa Cruz, en una casa de construcción antigua, con sus callejuelas y su ambiente era muy emocionante",194,idea alojarte santa cruz casa construccion antigua callejuelas ambiente emocionante
El hotel no cubrió las expectativas que llevábamos,194,no cubrio expectativas llevabamos
"La cama es cómoda, es limpio y tiene lo básico pero el precio que pagamos para el hotel, el 60% se fue en la ubicación del mismo",194,cama comoda limpio basico precio pagamos 60 ubicacion mismo
La recepción se encuentra en otro lugar al igual que el desayuno y supongo que las comidas,194,recepcion encuentra lugar igual desayuno supongo comidas
Faltaba ese calor que encuentras en los lugares con historia y esos rincones que cuando los ves sabes que estas en un lugar especial,194,faltaba calor encuentras lugares historia rincones ves sabes lugar especial
"No pondría a este establecimiento como uno de esos desastrosos hoteles, su personal era fantástico y las instalaciones…",194,no pondria establecimiento desastrosos hoteles personal fantastico instalaciones
"Bien pero con algunos ""pero""",195,bien
"Apartamentos con una excelente ubicación, junto a la Plaza Nueva, la plaza más céntrica de Sevilla",195,apartamentos excelente ubicacion junto plaza nueva plaza centrica sevilla
El apartamento está muy limpio y es bastante amplio con decoración minimalista,195,apartamento limpio bastante amplio decoracion minimalista
"La cocina es pequeña pero funcional, está bien equipada",195,cocina pequena funcional bien equipada
El cuarto de baño carece de iluminación y el lavabo es minúsculo,195,cuarto bano carece iluminacion lavabo minusculo
"La cama es muy cómoda, pero las almohadas para mi gusto son finas y blandas",195,cama comoda almohadas gusto finas blandas
El personal es muy amable y con predisposición a ayudarte en todo momento,195,personal amable predisposicion ayudarte momento
Ubicación inmejorable,196,ubicacion inmejorable
"Cuando llegamos al alojamiento nos recibió un chico muy amable que nos dió diferentes indicaciones para movernos por la ciudad, todo perfecto",196,llegamos alojamiento recibio chico amable dio diferentes indicaciones movernos ciudad perfecto
"Me llevé una pequeña decepción al ver que en la suite no era tal si no que en un mismo espacio estaba salón-comedor y cama, ya que íbamos con un niño pequeño y precisamente buscamos este tipo de alojamientos para poder acostarlo a su hora y nosotros tener un poco de libertad para ver la tele o tomar algo tranquilamente, al estar todo junto tenemos q acostarnos cuando el se acuesta o no hacer ruido para no despertarlo",196,lleve pequena decepcion ver suite no tal no mismo espacio salon comedor cama ibamos nino pequeno precisamente buscamos tipo alojamientos poder acostarlo hora tener libertad ver tele tomar tranquilamente junto q acostarnos acuesta no hacer ruido no despertarlo
"Así que ni tele, ni luces para leer ni nada",196,asi tele luces leer nada
A favor sí que tengo que decir que tuvimos un problema en la habitación y llamamos y en seguida (aunque eran las 10 de la noche) vino uno de los chicos y nos sacó del apuro con…,196,favor decir problema habitacion llamamos seguida aunque 10 noche vino chicos saco apuro
"Buena localización, malos servicios",197,buena localizacion malos servicios
La localización es indudablemente buena,197,localizacion indudablemente buena
"A escasos minutos de la catedral, está situado en una callecita tranquila que, sin embargo, tiene a tiro de piedra montones de locales tanto para salir de fiesta como para comer",197,escasos minutos catedral situado callecita tranquila sin embargo tiro piedra montones locales salir fiesta comer
"¿Problemas? Todos los del mundo:  - Aunque la calle es tranquila, el propio hotel tiene una terraza cuyo bullicio se cuela en las habitaciones por la noche",197,problemas mundo aunque calle tranquila propio terraza cuyo bullicio cuela habitaciones noche
"- La comida del servicio de habitaciones no tiene mal precio, pero no está buena",197,comida servicio habitaciones no mal precio no buena
"Pedimos un salmorejo normalucho, una hamburguesa malísima, una ensalada César que era todo salsa y un hummus que sabía más a comino que a garbanzos o tahína",197,pedimos salmorejo normalucho hamburguesa malisima ensalada cesar salsa hummus sabia comino garbanzos tahina
- En las habitaciones hacía frío y la calefacción no funcionaba bien,197,habitaciones hacia frio calefaccion no funcionaba bien
- La wifi estaba rota cuando fuimos así que no pudimos usarla,197,wifi rota asi no pudimos usarla
¿En general? Bien si vas en…,197,general bien vas
Muy buena ubicación,198,buena ubicacion
"Hotel muy bien ubicado, pero me falta algo para decir que sea muy bueno",198,bien ubicado falta decir bueno
"La habitación amplia, limpieza absoluta pero hemos tenido un problema de olores a alcantarillado que nos ha molestado",198,habitacion amplia limpieza absoluta problema olores alcantarillado molestado
"La vista desde la azotea de la Giralda es chula, tanto de día como de noche",198,vista azotea giralda chula dia noche
Decepcion piscina,199,decepcion piscina
A las 17h de un mes de Julio no tienen tickets de toallas para la piscina en recepción,199,17h mes julio no tickets toallas piscina recepcion
pero eso no es lo peor ,199,no peor
en la piscina no tienen toallas !!! Pero si te las cobran en la habitación como fianza ,199,piscina no toallas cobran habitacion fianza
SITIO CENTRICO CON PEROS,200,sitio centrico peros
"El sitio era centrico, pleno centro historico de Sevilla, ibamos sólo para una noche pero queríamos estar en el centro, estaba bien de precio para ser una habitación triple",200,sitio centrico pleno centro historico sevilla ibamos solo noche queriamos centro bien precio ser habitacion triple
"Cuando llegamos el ascensor se había estropeado, teníamos la habitación en el 4 piso y tuvimos que subir con las maletas, bueno puede pasar, lo que pasa que no lo arreglaron en todo el día y por la noche la gente subía y bajaba con el consiguiente ruido La habitación era reducida aunque para sólo dormir estaba bien, colchones duros y cómodos, aunque una de las bases tapizadas estaba rota El baño pequeño pero con todas las necesidades aunque cuando te duchabas se salía el agua por un lado y se inundaba el baño Las paredes necesitaban una mano de pintura, había algún que otro mosquito muerto en la pared y seco…",200,llegamos ascensor estropeado habitacion 4 piso subir maletas bueno puede pasar pasa no arreglaron dia noche gente subia bajaba consiguiente ruido habitacion reducida aunque solo dormir bien colchones duros comodos aunque bases tapizadas rota bano pequeno todas necesidades aunque duchabas salia agua lado inundaba bano paredes necesitaban mano pintura algun mosquito muerto pared seco
"céntrico, correcto, ruidoso",201,centrico correcto ruidoso
"Hostal de habitaciones, sin ningún espacio común, excepto el acceso a la azotea, con vistas a la catedral",201,hostal habitaciones sin ningun espacio comun excepto acceso azotea vistas catedral
"Habitaciones pequeñas, aunque con buen  mantenimiento de limpieza",201,habitaciones pequenas aunque buen mantenimiento limpieza
"El personal de recepción amable, con poca experiencia, como cuando se cortó el suministro eléctrico",201,personal recepcion amable poca experiencia corto suministro electrico
"La calle es muy céntrica, lo cual es una ventaja para acceder a la zona monumental, aunque hay que decir que es muy ruidosa e incontrolada por parte de la municipalidad",201,calle centrica ventaja acceder zona monumental aunque decir ruidosa incontrolada parte municipalidad
"Hay músicos callejeros que pretender ambientar la zona hasta altas horas de la madrugada, sin que la policía municipal aparezca , y otros que pretenden ser músicos o simples voceadores que dan la brasa porque están muy subidos de tono",201,musicos callejeros pretender ambientar zona altas horas madrugada sin policia municipal aparezca pretenden ser musicos simples voceadores dan brasa subidos tono
Esto puede alterar un poco el sueño y el descanso,201,puede alterar sueno descanso
Además el urban planning de la ciudad decidió hace mucho…,201,ademas urban planning ciudad decidio hace
Buen hotel pero alejado,202,buen alejado
Buen hotel situado en el propio estadio olímpico de Sevilla,202,buen situado propio estadio olimpico sevilla
Buena habitación de tamaño correcto y excelente limpieza,202,buena habitacion tamano correcto excelente limpieza
Las camas son muy cómodas y el aparcamiento está en la propia puerta del hotel,202,camas comodas aparcamiento propia puerta
"El único inconveniente es que está lejos de todo y las indicaciones para llegar no están muy claras  Algunas habitaciones tienen vistas al interior del estadio, también se ve desde los pasillos",202,unico inconveniente lejos indicaciones llegar no claras habitaciones vistas interior estadio ve pasillos
Buen descanso pero comida muy escasa,203,buen descanso comida escasa
Las habitaciones están bien,203,habitaciones bien
Camas y baño cómodas,203,camas bano comodas
"En las comidas y las cenas, el menú que ofrecen es de cantidad minúscula",203,comidas cenas menu ofrecen cantidad minuscula
Está más o menos rico pero no acabo satisfecho nunca,203,menos rico no acabo satisfecho nunca
Platos pequeños,203,platos pequenos
Modesto para su categoría ,204,modesto categoria
Buena ubicación si se desplaza por negocios a la Isla de La Cartuja,204,buena ubicacion desplaza negocios isla cartuja
"Cómodo si se mueve en coche, porque el parking exterior es gratuito",204,comodo mueve coche parking exterior gratuito
"Habitaciones amplias, restauración aceptable",204,habitaciones amplias restauracion aceptable
Precios razonables,204,precios razonables
No es la mejor opción para hacer turismo en la capital hispalense,204,no mejor opcion hacer turismo capital hispalense
Puede mejorar,205,puede mejorar
"El hotel se vende como 4 estrellas, pero lo que ofrecen no se corresponde con esta categoría",205,vende 4 estrellas ofrecen no corresponde categoria
"Los puntos fuertes son la tranquilidad, está bien insonorizado y la comodidad de la cama, también las vistas a la ciudad y el espacio para aparcar sin problema",205,puntos fuertes tranquilidad bien insonorizado comodidad cama vistas ciudad espacio aparcar sin problema
"A partir de allí todo es para mejorar: olor fuerte a detergente, lejía nada más entrar en la habitación",205,partir alli mejorar olor fuerte detergente lejia nada entrar habitacion
"Habitación pequeña para las camas que han puesto, un mueble escritorio tapando el poco espacio que queda ente la pared y la cama, y cuando uno se pone a trabajar con el ordenador sentado delante dicho escritorio, el otro huésped no puede moverse por la habitación, tiene que saltar encima de las camas",205,habitacion pequena camas puesto mueble escritorio tapando espacio queda ente pared cama pone trabajar ordenador sentado delante dicho escritorio huesped no puede moverse habitacion saltar encima camas
"Amenitis justos en el baño, más bien para una persona, sin ningún tipo de detalle",205,amenitis justos bano bien persona sin ningun tipo detalle
El desayuno para mi gusto más bien flojo,205,desayuno gusto bien flojo
…,205,
Correcto,206,correcto
Hotel correcto para una noche de paso y evitar entrar en Sevilla,206,correcto noche paso evitar entrar sevilla
"Habitaciones limpias, amplias y cómodas",206,habitaciones limpias amplias comodas
No hay servicio de bar pero si de restaurante por la noche,206,no servicio bar restaurante noche
"Gimnasio sencillo y lo peor el horario, no poder acceder hasta las 9 si estás por trabajo es como no tener gimnasio",206,gimnasio sencillo peor horario no poder acceder 9 trabajo no tener gimnasio
Y la accesibilidad p'cuando?,207,accesibilidad p
"Difícil para personas con problemas de movilidad, escaleras de subida y bajada para el desayuno, la bañera se conquista más que se usa",207,dificil personas problemas movilidad escaleras subida bajada desayuno banera conquista usa
El personal es amable y su ubicación cómoda para ir a isla mágica,207,personal amable ubicacion comoda ir isla magica
Sencillez y buen cuidado para sordos,208,sencillez buen cuidado sordos
"Establecimiento muy sencillo pero que evidencia el interés de sus responsables en mantenerlo detalladamente cuidado y muy limpio en habitaciones, baños y zonas comunes",208,establecimiento sencillo evidencia interes responsables mantenerlo detalladamente cuidado limpio habitaciones banos zonas comunes
Magnifica atención con trato muy cordial derrochando profesionalidad,208,magnifica atencion trato cordial derrochando profesionalidad
Buena relación calidad-precio,208,buena relacion calidad precio
"Lo mejor, su hubicacion que permite visitar cómodamente la ciudad a pie",208,mejor hubicacion permite visitar comodamente ciudad pie
"Lo peor, lo ruidoso que es tanto en el interior por sus estruendosos portazos y voces, como en el exterior desde donde se cuelan todos los ruidos y algarabía de la calleja donde se ubica",208,peor ruidoso interior estruendosos portazos voces exterior cuelan ruidos algarabia calleja ubica
Muy recomendable para sordos y viajeros con sueños profundos,208,recomendable sordos viajeros suenos profundos
buena ubicacion,209,buena ubicacion
Está muy bien ubicado y llegas caminando a todos los lugares de interés,209,bien ubicado llegas caminando lugares interes
Nuestra habitación triple era realmente mala,209,habitacion triple realmente mala
Muy pequeña! En realidad era de 2 camas a la que le agregaron otra,209,pequena realidad 2 camas agregaron
"El baño era minúsculo y el pequeñisimo placard estaba dentro!! En verdad, era un espacio con un barrote sin estantes",209,bano minusculo pequenisimo placard dentro verdad espacio barrote sin estantes
"De todos modos, no podías poner nada porque todo se humedecía con el vapor de la ducha",209,modos no podias poner nada humedecia vapor ducha
Las maletas estaban en el piso porque no había dónde dejarlas,209,maletas piso no dejarlas
Estuvimos muy incómodas aunque sólo fue para dormir y en ningún momento pensamos en quedarnos más de lo necesario,209,incomodas aunque solo dormir ningun momento pensamos quedarnos necesario
"Lo bueno es que tiene un solarium arriba con reposeras, sillas y sombrillas donde puedes perfectamente desayunar",209,bueno solarium arriba reposeras sillas sombrillas puedes perfectamente desayunar
"Tiene máquina de café y jarra para calentar agua, así como vajilla",209,maquina cafe jarra calentar agua asi vajilla
Nosotras cruzábamos y comprábamos…,209,cruzabamos comprabamos
Aceptable y limpio,210,aceptable limpio
"muy bien situado a tan solo 5 minutos del puente de Triana, edificio antiguo remodelado, limpio, sencillo y aceptable, la atención muy correcta y amable, a 15 minutos de distancia de la Giralda, muy cerca de la zona de ocio de la calle betis, a escasos metros, pero muy tranquilo",210,bien situado tan solo 5 minutos puente triana edificio antiguo remodelado limpio sencillo aceptable atencion correcta amable 15 minutos distancia giralda cerca zona ocio calle betis escasos metros tranquilo
recomendable,210,recomendable
Albergue con lo justo,211,albergue justo
Es un albergue para dormir y poco más,211,albergue dormir
"El desayuno entra en el precio, no muy variado pero correcto",211,desayuno entra precio no variado correcto
"Lo peor es si te toca una habitación próxima al wc, se oye todo",211,peor toca habitacion proxima wc oye
"La terraza es una maravilla tiene tumbonas, jacuzzi y mesitas",211,terraza maravilla tumbonas jacuzzi mesitas
Un hostel bueno pero sin ninguna ventaja real,212,hostel bueno sin ninguna ventaja real
"La ubicación del hostel en el barrio Triana no es algo a resaltar, aunque el barrio tiene todo lo que uno necesita no es cerca de los sitios turísticos",212,ubicacion hostel barrio triana no resaltar aunque barrio necesita no cerca sitios turisticos
Las habitaciones compartidas son muy pequeñas entonces es algo incomodo cuando estan todas las camas reservadas,212,habitaciones compartidas pequenas entonces incomodo todas camas reservadas
"La terraza y la cocina son agradables, pero no creo que alcancen a ser la justificación para volver",212,terraza cocina agradables no creo alcancen ser justificacion volver
Me han querido cobrar con 300 días de  antelación,213,querido cobrar 300 dias antelacion
"Me he hospedado muchas veces en este lugar y viajo constantemente por España hospedándome en muchos otros, pero lo que acaba de pasar es alucinante!  Hice una reserva no reembolsable para las Navidades, o sea con 316 días de antelación y me la intentaron a cargan inmediato",213,hospedado muchas veces lugar viajo constantemente espana hospedandome acaba pasar alucinante hice reserva no reembolsable navidades 316 dias antelacion intentaron cargan inmediato
"No tenía suficiente dinero en mi tarjeta de débito, menos mal",213,no suficiente dinero tarjeta debito menos mal
Porque en ningún sitio me han hecho eso nunca! Vienes a check-in y pagas,213,ningun sitio hecho nunca vienes check in pagas
"Si cancelas, te lo cargan",213,cancelas cargan
"Pero después, no antes",213,despues no
"Les escribo y digo que no me parece habitual ese proceder, un mes de antelación vale, pero casi un año?  Y me mandan información general que no viene a la cuenta",213,escribo digo no parece habitual proceder mes antelacion vale casi ano mandan informacion general no viene cuenta
"Es, dicen, para asegurar mi reserva",213,dicen asegurar reserva
"Si no pago, la cancelan",213,no pago cancelan
Inepto el que me ha echo eso,213,inepto echo
Porque no pienso volver,213,no pienso volver
Personal agradable e instalaciones completas,214,personal agradable instalaciones completas
"Nos alojamos en pareja un fin de semana, en habitación individual para nosotros",214,alojamos pareja fin semana habitacion individual
"Las instalaciones bastante limpias y adecuadas para un hostel, la cocina aunque no hicimos uso de ella, se veía muy completa y con todo lo necesario para tu estancia",214,instalaciones bastante limpias adecuadas hostel cocina aunque no hicimos uso veia completa necesario estancia
"Personal muy amable y simpático, te recomiendan zonas de la ciudad para visitar o tapear, así como aconsejan de cómo moverte por ella",214,personal amable simpatico recomiendan zonas ciudad visitar tapear asi aconsejan moverte
Enhorabuena,214,enhorabuena
"Lugar aceptable para pagar un precio bajo, nada más",215,lugar aceptable pagar precio bajo nada
"El personal es muy simpático, los chicos reciben con mucha atención y buen humor, la ubicación es muy estratégica, cómoda para llegar a los puntos turísticos",215,personal simpatico chicos reciben mucha atencion buen humor ubicacion estrategica comoda llegar puntos turisticos
"Las habitaciones son incómodas, no tienen espacio para colocar las mochilas/maleta, las camas son incómodas, estrechas y oxidadas, no tienen lugar para conectar el celular cerca de la cama, solo uno para compartir con todos, la limpieza no es muy buena en la habitación y en el baño es fatal, las duchas incómodas y con hongos por todos lados",215,habitaciones incomodas no espacio colocar mochilas maleta camas incomodas estrechas oxidadas no lugar conectar celular cerca cama solo compartir limpieza no buena habitacion bano fatal duchas incomodas hongos lados
Un dia en sevilla,216,dia sevilla
"El personal es muy amable,, llegue tarde pero no me dieron ningun problema",216,personal amable llegue tarde no dieron ningun problema
El hostal esta muy bien ubicado,216,hostal bien ubicado
"Las habitaciones son normales, pero el baño regular",216,habitaciones normales bano regular
Deberian darle una reforma que se les queda el hostal un poco descuidado,216,deberian darle reforma queda hostal descuidado
Buena calidad-precio,217,buena calidad precio
Buena calidad-precio,217,buena calidad precio
"Habitación muy amplia, con techos altos, muy luminosa y bien decorada",217,habitacion amplia techos altos luminosa bien decorada
El cuarto de baño era un poco demasiado oscuro,217,cuarto bano demasiado oscuro
